entry_id,entity_key,shift_list_key,n_residue_keys,n_residues_with_h,n_residues_with_n,n_strict_unambiguous_hn_pairs,n_conflicting_h_residue_keys,n_conflicting_n_residue_keys,n_conflicting_residue_keys,n_identical_duplicate_h_keys,n_multiple_h_alias_keys,n_identical_duplicate_n_keys,meets_minimum_40_pairs,strict_pair_fraction,is_entry_maximum_group,eligible_for_entity_chain_alignment,final_entity_selected,final_shift_list_selected,selection_deferred_until_structure_alignment
30353,1,1,6,6,6,6,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30353,1,3,6,6,6,6,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30354,1,1,33,33,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30355,1,1,6,6,6,6,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30356,1,1,6,6,6,6,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30357,1,1,6,6,6,6,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30358,1,1,6,6,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30359,1,1,8,8,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30360,1,1,7,7,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30361,1,1,9,9,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30362,1,1,9,9,8,8,0,0,0,0,0,0,False,0.8888888888888888,True,False,False,False,False
30363,1,1,11,11,9,9,0,0,0,0,0,0,False,0.8181818181818182,True,False,False,False,False
30364,1,1,5,5,5,5,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30365,1,1,5,5,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30366,1,1,5,5,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30367,2,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30367,1,1,8,8,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
30368,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30368,2,1,12,12,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
30370,1,1,96,96,96,96,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30371,1,1,13,13,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30372,1,1,50,50,42,42,0,0,0,0,0,0,True,0.84,True,True,False,False,True
30373,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30373,2,1,11,11,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
30374,1,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30375,1,1,238,238,238,238,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30376,1,1,31,31,28,28,0,0,0,0,0,0,False,0.9032258064516129,True,False,False,False,False
30377,1,1,31,31,31,31,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30378,1,1,34,34,33,33,0,0,0,0,0,0,False,0.9705882352941176,True,False,False,False,False
30379,1,1,54,54,54,54,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30380,1,1,12,12,12,12,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30381,1,1,12,10,12,10,0,0,0,0,0,0,False,0.8333333333333334,True,False,False,False,False
30382,1,1,12,11,10,9,0,0,0,0,0,0,False,0.75,True,False,False,False,False
30383,1,1,12,10,12,10,0,0,0,0,0,0,False,0.8333333333333334,True,False,False,False,False
30385,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30388,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30389,1,1,54,54,54,54,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30390,1,1,55,55,55,55,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30391,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30394,1,1,104,104,104,104,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30395,1,1,104,104,104,104,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30396,1,1,22,22,22,22,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30397,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30398,1,1,99,99,98,98,0,0,0,0,0,0,True,0.98989898989899,True,True,False,False,True
30399,1,1,101,101,101,101,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30400,2,1,83,83,83,83,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30401,2,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30403,2,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30404,1,1,81,81,81,81,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30405,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30406,1,1,30,30,29,29,0,0,0,0,0,0,False,0.9666666666666667,True,False,False,False,False
30407,1,1,12,12,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30408,1,1,18,18,18,18,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30409,1,1,26,0,26,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30410,1,1,85,85,85,85,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30411,1,1,25,25,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30412,1,1,20,20,19,19,0,0,0,0,0,0,False,0.95,True,False,False,False,False
30413,1,1,21,21,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30414,1,1,12,12,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30415,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30416,1,1,15,15,14,14,0,0,0,0,0,0,False,0.9333333333333333,True,False,False,False,False
30417,1,1,123,123,123,123,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30418,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30419,1,1,34,34,34,34,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30420,1,1,34,34,34,34,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30421,1,1,137,137,137,137,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30422,1,1,51,51,51,51,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30423,1,1,152,151,152,151,0,0,0,0,0,0,True,0.993421052631579,True,True,False,False,True
30424,1,1,25,24,25,24,0,0,0,0,0,0,False,0.96,True,False,False,False,False
30425,1,1,92,92,92,92,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30426,1,1,92,92,92,92,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30427,1,1,15,15,15,15,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30428,1,1,15,15,15,15,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30429,1,1,16,16,15,15,0,0,0,0,0,0,False,0.9375,True,False,False,False,False
30430,1,1,15,15,15,15,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30431,1,1,15,15,6,6,0,0,0,0,0,0,False,0.4,True,False,False,False,False
30432,1,1,15,15,14,14,0,0,0,0,0,0,False,0.9333333333333333,True,False,False,False,False
30433,1,1,15,15,14,14,0,0,0,0,0,0,False,0.9333333333333333,True,False,False,False,False
30434,1,1,15,15,15,15,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30435,1,1,14,14,14,14,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30436,1,1,58,58,58,58,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30437,1,1,55,55,55,55,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30438,1,1,56,56,56,56,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30439,1,1,18,18,18,18,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30440,1,1,17,17,17,17,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30441,1,1,17,17,17,17,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30442,1,1,17,17,17,17,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30443,1,1,9,8,9,8,0,0,0,0,0,0,False,0.8888888888888888,True,False,False,False,False
30444,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30445,1,1,101,101,101,101,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30446,1,1,5,5,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30447,1,1,5,5,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30448,1,1,4,4,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30449,1,1,4,4,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30450,1,1,171,171,171,171,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30451,1,1,9,9,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30452,1,2,12,12,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30453,1,1,13,13,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30454,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30456,1,1,331,331,331,331,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30457,1,1,71,71,71,71,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30458,1,1,151,151,151,151,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30459,1,1,30,30,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30460,1,1,30,30,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30461,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30462,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30463,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30464,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30465,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30466,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30467,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30468,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30469,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30470,1,1,26,26,22,22,0,0,0,0,0,0,False,0.8461538461538461,True,False,False,False,False
30471,1,1,95,95,94,94,0,0,0,0,0,0,True,0.9894736842105263,True,True,False,False,True
30474,2,1,73,73,73,73,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30474,1,1,66,66,66,66,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30475,1,1,41,41,33,33,0,0,0,0,0,0,False,0.8048780487804879,True,False,False,False,False
30476,1,1,2,2,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30477,1,1,128,128,128,128,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30478,1,1,127,127,127,127,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30479,1,1,38,37,34,33,0,0,0,0,0,0,False,0.868421052631579,True,False,False,False,False
30480,2,1,110,110,110,110,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30480,1,1,30,30,30,30,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30481,1,1,23,23,23,23,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30482,1,1,14,13,14,13,0,0,0,0,0,0,False,0.9285714285714286,True,False,False,False,False
30483,1,1,18,17,17,16,0,0,0,0,0,0,False,0.8888888888888888,True,False,False,False,False
30486,1,1,12,12,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30487,1,1,14,14,11,11,0,0,0,0,0,0,False,0.7857142857142857,True,False,False,False,False
30488,1,1,14,14,14,14,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30489,1,1,14,14,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30490,1,1,14,14,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30491,1,1,87,87,87,87,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30492,1,1,88,88,88,88,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30493,1,1,56,56,56,56,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30494,1,1,67,67,67,67,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30495,1,1,68,68,68,68,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30496,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30497,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30498,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30499,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30500,1,1,79,79,79,79,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30500,2,1,15,15,15,15,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30501,1,1,57,57,57,57,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30501,2,1,2,2,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
30502,1,1,57,57,56,56,0,0,0,0,0,0,True,0.9824561403508771,True,True,False,False,True
30503,1,1,49,49,49,49,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30504,1,1,78,78,78,78,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30505,1,1,81,81,79,79,0,0,0,0,0,0,True,0.9753086419753086,True,True,False,False,True
30507,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30508,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30509,1,1,15,15,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30510,2,1,17,17,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30511,2,1,17,17,10,10,0,0,0,0,0,0,False,0.5882352941176471,True,False,False,False,False
30513,1,1,45,45,45,45,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30514,1,1,84,84,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30515,1,1,100,100,100,100,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30516,1,1,18,17,18,17,0,0,0,0,0,0,False,0.9444444444444444,True,False,False,False,False
30517,1,1,139,139,139,139,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30518,1,1,75,75,75,75,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30519,1,1,18,18,16,16,0,0,0,0,0,0,False,0.8888888888888888,True,False,False,False,False
30520,1,1,30,30,28,28,0,0,0,0,0,0,False,0.9333333333333333,True,False,False,False,False
30521,1,1,29,29,28,28,0,0,0,0,0,0,False,0.9655172413793104,True,False,False,False,False
30522,1,1,31,31,31,31,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30523,1,1,121,121,121,121,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30524,1,1,13,12,13,12,0,0,0,0,0,0,False,0.9230769230769231,True,False,False,False,False
30525,1,1,27,27,27,27,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30527,1,1,83,83,83,83,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30528,1,1,108,108,108,108,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30528,2,1,74,74,74,74,0,0,0,74,0,74,True,1.0,False,True,False,False,True
30529,1,1,114,114,114,114,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30530,1,1,19,19,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30531,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30532,1,1,57,57,57,57,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30534,1,1,19,18,19,18,0,0,0,0,0,0,False,0.9473684210526315,True,False,False,False,False
30535,1,1,19,17,19,17,0,0,0,0,0,0,False,0.8947368421052632,True,False,False,False,False
30536,1,1,19,18,19,18,0,0,0,0,0,0,False,0.9473684210526315,True,False,False,False,False
30537,1,1,109,109,109,109,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30538,1,1,35,35,35,35,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30543,1,1,129,129,129,129,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30543,1,2,129,129,129,129,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30544,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30545,1,1,16,0,16,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30550,1,1,118,118,118,118,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30551,1,1,130,130,130,130,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30553,1,1,32,32,32,32,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30554,1,1,33,33,33,33,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30555,1,1,27,27,24,24,0,0,0,0,0,0,False,0.8888888888888888,True,False,False,False,False
30556,1,1,68,68,68,68,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30557,1,1,7,6,7,6,0,0,0,0,0,0,False,0.8571428571428571,True,False,False,False,False
30558,1,1,7,6,7,6,0,0,0,0,0,0,False,0.8571428571428571,True,False,False,False,False
30559,1,1,55,55,55,55,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30561,1,1,38,38,37,37,0,0,0,0,0,0,False,0.9736842105263158,True,False,False,False,False
30562,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30565,1,1,50,50,50,50,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30566,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30567,1,1,50,50,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30568,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30569,1,1,160,160,160,160,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30570,1,1,181,181,181,181,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30571,1,1,66,66,66,66,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30572,1,1,29,0,29,0,0,24,24,0,0,5,False,0.0,True,False,False,False,False
30573,1,1,91,91,91,91,0,0,0,91,0,91,True,1.0,True,True,False,False,True
30574,1,1,87,87,87,87,0,0,0,87,0,87,True,1.0,True,True,False,False,True
30575,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30579,1,1,47,47,46,46,0,0,0,0,0,0,True,0.9787234042553191,True,True,False,False,True
30580,1,1,45,45,44,44,0,0,0,0,0,0,True,0.9777777777777777,True,True,False,False,True
30583,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30584,1,1,139,139,139,139,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30585,1,1,54,53,54,53,0,0,0,0,0,0,True,0.9814814814814815,True,True,False,False,True
30585,2,1,4,4,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
30586,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30587,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30588,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30590,3,1,86,86,85,85,0,0,0,0,0,0,True,0.9883720930232558,True,True,False,False,True
30590,1,1,71,71,71,71,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30590,2,1,43,43,41,41,0,0,0,0,0,0,True,0.9534883720930233,False,True,False,False,True
30591,1,1,67,67,67,67,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30592,1,1,39,39,33,33,0,0,0,0,0,0,False,0.8461538461538461,True,False,False,False,False
30593,1,1,15,15,13,13,0,0,0,0,0,0,False,0.8666666666666667,True,False,False,False,False
30594,1,1,14,14,12,12,0,0,0,0,0,0,False,0.8571428571428571,True,False,False,False,False
30595,1,1,15,15,7,7,0,0,0,0,0,0,False,0.4666666666666667,True,False,False,False,False
30597,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30598,1,1,61,61,61,61,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30599,1,1,49,49,49,49,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30600,1,1,50,50,50,50,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30601,1,1,15,15,9,9,0,0,0,0,0,0,False,0.6,True,False,False,False,False
30602,1,1,70,70,70,70,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30602,2,2,70,70,70,70,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30603,1,1,50,50,50,50,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30604,1,1,233,233,233,233,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30605,1,1,79,79,79,79,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30605,2,1,51,51,51,51,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30606,1,1,79,79,79,79,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30606,2,1,50,50,50,50,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30607,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30608,1,1,49,49,49,49,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30608,2,1,22,22,22,22,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30609,1,1,12,12,12,12,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30610,1,1,156,156,155,155,0,0,0,0,0,0,True,0.9935897435897436,True,True,False,False,True
30611,1,1,57,57,57,57,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30613,1,1,87,87,87,87,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30614,1,1,115,115,115,115,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30615,1,1,20,0,20,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30616,1,1,21,0,21,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30617,1,1,15,15,14,14,0,0,0,0,0,0,False,0.9333333333333333,True,False,False,False,False
30618,1,1,15,15,13,13,0,0,0,0,0,0,False,0.8666666666666667,True,False,False,False,False
30619,1,1,18,18,15,15,0,0,0,0,0,0,False,0.8333333333333334,True,False,False,False,False
30620,1,1,16,16,13,13,0,0,0,0,0,0,False,0.8125,True,False,False,False,False
30621,1,1,18,18,18,18,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30623,1,1,31,31,31,31,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30625,1,1,27,27,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30626,1,1,29,29,14,14,0,0,0,0,0,0,False,0.4827586206896552,True,False,False,False,False
30627,1,1,80,80,80,80,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30628,1,1,77,77,77,77,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30629,1,1,61,61,61,61,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30630,1,1,16,16,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30631,1,1,18,18,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30632,1,1,79,79,79,79,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30633,1,1,86,86,86,86,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30634,1,1,63,63,63,63,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30635,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30636,1,1,80,80,80,80,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30637,1,1,132,132,132,132,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30638,2,2,379,379,379,379,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30638,1,1,218,218,218,218,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30639,3,1,101,101,101,101,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30639,2,1,97,97,97,97,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30640,3,1,101,101,101,101,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30640,2,1,97,97,97,97,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30641,1,1,27,27,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30642,1,1,28,28,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30643,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30644,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30645,1,1,24,0,24,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30646,1,1,30,0,30,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30647,1,1,33,33,33,33,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30648,1,1,36,36,36,36,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30650,1,1,14,14,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30651,1,1,28,28,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30652,1,1,102,101,102,101,0,0,0,0,0,0,True,0.9901960784313726,True,True,False,False,True
30653,1,1,100,100,100,100,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30654,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30655,1,1,159,159,158,158,0,0,0,0,0,0,True,0.9937106918238994,True,True,False,False,True
30656,1,1,159,159,158,158,0,0,0,0,0,0,True,0.9937106918238994,True,True,False,False,True
30657,1,1,55,55,55,55,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30658,1,1,65,65,65,65,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30659,1,1,77,77,77,77,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30659,2,1,58,58,58,58,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30660,1,1,34,34,34,34,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30661,1,1,77,77,77,77,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30662,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30663,1,1,51,51,51,51,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30664,1,1,46,46,46,46,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30666,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30667,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30668,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30669,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30670,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30671,1,1,11,11,11,11,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30672,1,1,37,37,37,37,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30673,1,1,28,28,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30674,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
30675,3,1,128,128,128,128,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30675,2,1,72,72,72,72,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30675,1,1,71,71,71,71,0,0,0,0,0,0,True,1.0,False,True,False,False,True
30676,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30677,1,1,128,128,128,128,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30678,1,1,99,99,99,99,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30679,1,1,132,132,132,132,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30680,1,1,52,52,52,52,0,0,0,0,0,0,True,1.0,True,True,False,False,True
30681,1,1,38,38,38,38,0,0,0,0,0,0,False,1.0,True,False,False,False,False
30681,2,1,30,30,30,30,0,0,0,0,0,0,False,1.0,False,False,False,False,False
30682,1,1,46,46,46,46,0,0,0,0,0,0,True,1.0,True,True,False,False,True
