request_rank,bmrb_id,n_candidate_pdb_ids,candidate_pdb_ids,n_entity_shift_list_groups,n_entities,n_shift_list_keys,maximum_strict_hn_pairs,total_strict_hn_pairs_across_groups,n_groups_meeting_minimum_40,total_conflicting_residue_keys,total_multiple_h_alias_keys,n_groups_tied_for_maximum,has_group_meeting_minimum_40,multiple_groups_meeting_minimum_40,unique_best_group,maximum_pair_count_bin,has_any_retained_h_or_n,shift_screen_eligible,shift_screen_status,final_entity_selected,final_shift_list_selected,requires_entity_chain_alignment,reference_correction_applied,hierarchical_b_j_used
5279,25268,1,2MVH,1,1,1,22,22,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
528,5551,1,1H0Z,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5280,25269,1,2MVI,1,1,1,41,41,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5281,25270,1,2MVJ,1,1,1,24,24,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5282,25273,1,2MVK,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5283,25274,1,2MVL,1,1,1,20,20,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5284,25275,1,2MVM,1,1,1,41,41,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5285,25276,1,2MVN,1,1,1,41,41,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5286,25277,2,2MVO;6QFP,1,1,1,74,74,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5287,25281,1,2N2M,1,1,1,146,146,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5288,25283,1,2MVT,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5289,25284,1,2MVU,1,1,1,81,81,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
529,5552,1,1M3G,1,1,1,122,122,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5290,25287,1,2MVV,1,1,1,82,82,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5291,25288,1,2MVW,1,1,1,47,47,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5292,25289,1,2MVX,2,1,2,0,0,0,0,0,2,False,False,False,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5293,25290,1,9MEM,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5294,25291,1,2MVY,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5295,25293,1,2MW0,1,1,1,19,19,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5296,25294,1,2MW1,1,1,1,111,111,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5297,25296,1,2MW2,2,2,2,64,109,2,0,0,1,True,True,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5298,25297,1,2MW3,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5299,25298,1,2MW4,1,1,1,45,45,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
53,4407,1,1CMZ,1,1,1,115,115,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
530,5553,1,1MFY,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5300,25299,1,2MW5,1,1,1,93,93,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5301,25300,1,2MW6,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5302,25302,1,2MW7,1,1,1,31,31,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5303,25307,1,2MW8,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5304,25308,1,2MWC,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5305,25309,1,2MW9,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5306,25310,1,2MWA,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5307,25311,1,2MWB,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5308,25312,1,4D4W,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5309,25313,1,2MWD,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
531,5554,1,1MKE,1,1,1,112,112,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5310,25314,1,2MWE,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5311,25315,1,2MWF,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5312,25324,1,2MWH,1,1,1,127,127,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5313,25326,1,2MWI,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5314,25331,1,2MWJ,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5315,25332,1,2MWK,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5316,25334,1,2N7H,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5317,25335,1,2MWL,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5318,25342,1,2MWM,1,1,1,144,144,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5319,25343,1,2MWN,2,2,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
532,5555,1,1MM2,1,1,1,47,47,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5320,25347,1,2MWO,2,2,1,109,109,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5321,25348,1,2MWP,2,2,1,109,109,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5322,25349,1,5AHT,1,1,1,36,36,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5323,25350,1,2MWQ,1,1,1,131,131,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5324,25352,1,2MWR,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5325,25363,1,2MWT,2,1,2,0,0,0,0,0,2,False,False,False,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5326,25372,1,4D7X,2,1,2,82,164,2,0,0,2,True,True,False,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5327,25376,1,2MWX,1,1,1,50,50,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5328,25377,1,2MWY,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5329,25378,1,2MWZ,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
533,5556,1,1MM3,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5330,25380,1,2MX0,1,1,1,79,79,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5331,25381,1,2MX1,1,1,1,168,168,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5332,25382,1,2MX2,1,1,1,70,70,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5333,25387,1,7OFN,1,1,1,155,155,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5334,25394,1,2MX6,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5335,25395,1,2MX7,1,1,1,76,76,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5336,25396,1,2MXB,1,1,1,43,43,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5337,25397,1,2MX8,1,1,1,119,119,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5338,25398,1,2MX9,1,1,1,122,122,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5339,25400,1,2N93,1,1,1,124,124,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
534,5557,2,1MM4;1MM5,2,1,2,148,291,2,0,0,1,True,True,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5340,25402,1,2MXC,1,1,1,150,150,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5341,25404,1,2MXD,1,1,1,59,59,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5342,25405,1,2MXE,1,1,1,45,45,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5343,25407,1,2MXF,1,1,1,45,45,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5344,25408,1,2MXG,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5345,25409,1,2MXH,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5346,25411,1,5LDL,1,1,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5347,25414,1,2MXJ,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5348,25415,1,2MXK,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5349,25416,1,2MXL,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
535,5558,1,1H5P,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5350,25419,1,2MXM,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5351,25421,1,2MXO,1,1,1,31,31,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5352,25423,1,2MXP,1,1,1,30,30,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5353,25424,1,2MXQ,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5354,25427,1,2MXS,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5355,25428,1,2MXT,1,1,1,83,83,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5356,25429,1,2MXU,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5357,25433,1,2MXV,1,1,1,34,34,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5358,25434,1,2MXW,1,1,1,80,80,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5359,25435,1,2MXX,1,1,1,165,165,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
536,5560,1,1RDU,1,1,1,104,104,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5360,25436,1,2MXY,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5361,25437,1,2MXZ,1,1,1,126,126,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5362,25439,1,2MY1,1,1,1,151,151,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5363,25442,1,2MY2,2,2,1,101,137,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5364,25443,1,2MY3,2,2,1,112,129,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5365,25446,1,2MY5,2,1,2,84,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5366,25447,1,2MY6,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5367,25448,1,2MY9,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5368,25449,1,2MYF,1,1,1,87,87,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5369,25451,1,2MYG,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
537,5561,1,1O6X,1,1,1,74,74,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5370,25452,1,2MYH,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5371,25454,1,2MYJ,1,1,1,73,73,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5372,25456,1,2MYL,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5373,25457,1,2MYM,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5374,25458,1,2MYQ,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5375,25459,1,2MYV,1,1,1,75,75,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5376,25460,1,2MYW,1,1,1,74,74,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5377,25461,1,2MYX,1,1,1,67,67,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5378,25464,1,2MYY,1,1,1,59,59,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5379,25465,1,2MYZ,1,1,1,15,15,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
538,5562,1,1N1K,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5380,25468,1,2MZ0,1,1,1,51,51,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5381,25469,1,2MZ1,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5382,25470,1,2MZ2,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5383,25471,1,2MZ3,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5384,25472,1,2MZ4,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5385,25474,1,2MZ6,1,1,1,13,13,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5386,25475,1,2MZ7,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5387,25476,1,2MZ8,1,1,1,121,121,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5388,25477,1,2MZ9,1,1,1,63,63,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5389,25478,1,2MZA,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
539,5564,1,1MZK,1,1,1,114,114,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5390,25482,1,2MZB,1,1,1,149,149,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5391,25483,1,2MZC,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5392,25484,1,2MZD,2,2,2,74,96,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5393,25485,2,5UE2;5UE5,1,1,1,220,220,1,0,0,1,True,False,True,200-299,True,True,eligible_for_structure_screen,False,False,True,False,False
5394,25486,1,2MZF,1,1,1,40,40,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5395,25487,1,2MZG,1,1,1,60,60,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5396,25488,1,2MZH,1,1,1,212,212,1,0,0,1,True,False,True,200-299,True,True,eligible_for_structure_screen,False,False,True,False,False
5397,25489,1,2MZI,1,1,1,212,212,1,0,0,1,True,False,True,200-299,True,True,eligible_for_structure_screen,False,False,True,False,False
5398,25490,1,2MZK,1,1,1,16,16,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5399,25491,1,2MZL,1,1,1,13,13,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
54,4409,1,1QKG,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
540,5565,1,1XHH,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5400,25492,1,2MZN,1,1,1,116,116,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5401,25493,1,5ODD,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5402,25495,1,2MZP,2,2,1,83,83,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5403,25496,1,2MZQ,1,1,1,92,92,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5404,25497,1,2MZR,1,1,1,80,80,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5405,25498,1,2MZS,1,1,1,92,92,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5406,25499,1,2MZT,1,1,1,96,96,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5407,25502,1,2MZU,1,1,1,155,155,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5408,25504,1,2MZW,2,2,1,157,283,2,0,0,1,True,True,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5409,25505,1,2MZX,1,1,1,10,10,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
541,5566,1,1N3H,1,1,1,164,164,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5410,25508,1,2MZY,1,1,1,82,82,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5411,25509,1,2MZZ,1,1,1,147,147,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5412,25510,1,2N00,1,1,1,93,93,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5413,25512,1,2N01,2,2,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5414,25513,1,2N02,1,1,1,151,151,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5415,25514,1,2N04,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5416,25515,1,2N05,1,1,1,94,94,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5417,25516,1,2N07,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5418,25517,1,2N08,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5419,25518,1,2N0A,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
542,5567,1,1N3J,1,1,1,110,110,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5420,25519,1,2N0B,1,1,1,9,9,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5421,25520,1,2N0C,1,1,1,9,9,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5422,25521,1,2N0D,1,1,1,9,9,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5423,25522,1,2N0E,1,1,1,8,8,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5424,25523,1,2N0F,1,1,1,8,8,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5425,25524,1,2N0G,1,1,1,8,8,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5426,25525,1,2N0H,1,1,1,9,9,0,0,0,1,False,False,True,1-9,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5427,25526,1,2N0J,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5428,25527,1,2N0K,1,1,1,82,82,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5429,25528,1,5IV1,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
543,5570,1,1Q27,1,1,1,150,150,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5430,25529,1,2N0O,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5431,25531,1,2N0Q,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5432,25534,1,2N0R,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
5433,25536,1,2N0U,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5434,25537,1,2N0V,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5435,25538,1,2N0W,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5436,25539,1,2N0X,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5437,25540,1,2N0Y,2,2,1,109,132,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5438,25541,1,2N0Z,1,1,1,48,48,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
5439,25542,1,2N10,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
544,5574,1,1MYU,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5440,25543,1,2N11,1,1,1,70,70,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5441,25544,1,2N12,1,1,1,79,79,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5442,25545,1,2N13,2,2,1,70,140,2,0,0,2,True,True,False,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5443,25546,1,2N14,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5444,25548,1,2N16,1,1,1,17,17,0,0,0,1,False,False,True,10-19,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5445,25551,1,2N18,1,1,1,229,229,1,0,0,1,True,False,True,200-299,True,True,eligible_for_structure_screen,False,False,True,False,False
5446,25552,1,2N19,1,1,1,79,79,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
5447,25553,1,2N1A,1,1,1,92,92,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5448,25554,1,2N1B,1,1,1,203,203,1,0,0,1,True,False,True,200-299,True,True,eligible_for_structure_screen,False,False,True,False,False
5449,25555,1,2N1C,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
545,5575,1,1MXQ,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5450,25556,1,2N1D,2,2,1,156,197,2,0,0,1,True,True,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5451,25558,1,2N1E,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
5452,25559,1,2N1G,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5453,25560,1,2N1H,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5454,25562,1,2N1I,1,1,1,157,157,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
5455,25564,1,2N1K,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5456,25565,1,2N1L,1,1,1,96,96,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
5457,25567,1,2N1M,1,1,1,125,125,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
5458,25568,1,2N1N,1,1,1,33,33,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
